Species	Domain	Lineage_7levels
Sutterella_megalosphaeroides	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella megalosphaeroides
Sutterella_sp900762445	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445
Tannerella_forsythia	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia
Treponema_pallidum	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema pallidum
Treponema_phagedenis	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema phagedenis
Treponema_sp000775995	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema sp000775995
Trueperella_bernardiae	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella bernardiae
Trueperella_bialowiezensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella bialowiezensis
Trueperella_pyogenes	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella pyogenes
UBA4285_sp900542465	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900542465
UBA629_sp005465875	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875
Ureaplasma_parvum	Bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma parvum
Ureaplasma_urealyticum	Bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma urealyticum
Urinicoccus_massiliensis	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Urinicoccus;s__Urinicoccus massiliensis
Vagococcus_penaei	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus penaei
Varibaculum_cambriense	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense
Varibaculum_massiliense	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum massiliense
Varibaculum_vaginae	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum vaginae
Veillonella_atypica	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica
Veillonella_dispar	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar
Veillonella_montpellierensis	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella montpellierensis
Veillonella_nakazawae	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella nakazawae
Veillonella_parvula	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula
Veillonella_rodentium	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rodentium
W11650_sp002999035	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__W11650;s__W11650 sp002999035
Winkia_neuii	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii
Acetatifactor_sp900066565	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriales_fa;g__Acetatifactor;s__Acetatifactor_sp900066565
Actinomycetaceae_gZJ293	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomycetaceae;s__Actinomycetaceae_gZJ293
Actinotignum	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum
Aerococcaceae_bacterium	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcaceae;s__Aerococcaceae_bacterium
Allisonella_pneumosintes	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Allisonella;s__Allisonella_pneumosintes
Alloprevotella	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella
Alloprevotella_sp003265305	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella_sp003265305
Alterileibacterium	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alterileibacterium;s__Alterileibacterium
Anaerococcus	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Anaerococcaceae;g__Anaerococcus;s__Anaerococcus
Anaerococcus_obesiensis	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Anaerococcaceae;g__Anaerococcus;s__Anaerococcus_obesiensis
Arachnia	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Arachnia;s__Arachnia
Arcanobacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium
Arcanobacterium_sp000758825	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium_sp000758825
Arcanobacterium_urinimassiliense	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium_urinimassiliense
Bacteroides	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides
Bacteroides_sp013333195	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp013333195
Baileyella	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Baileyella;s__Baileyella
Bifidobacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium
Bifidobacterium_gallinarum	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_gallinarum
Bifidobacterium_pseuocatenulatum	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_pseuocatenulatum
Bifidobacterium_thermophilum	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_thermophilum
Bilifractor	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Bilifractor;s__Bilifractor
Blautia	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia
Blautia_massiliensis	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_massiliensis
Blautia_obeum	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum
Blautia_sp	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp
Blautia_sp001304935	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp001304935
Brevibacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium
Bulleidia	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Bulleidia;s__Bulleidia
Bulleidia_spNov1	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Bulleidia;s__Bulleidia_spNov1
CAG-74	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-74;s__CAG-74
CAJPTP01	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CAJPTP01;s__CAJPTP01
Campylobacter	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter
Campylobacter_hominis	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_hominis
Campylobacter_showae	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_showae
Campylobacter_sputorum	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_sputorum
Campylobacter_ureolyticus	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_ureolyticus
Caproicibacterium_sp002119605	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Caproicibacterium;s__Caproicibacterium_sp002119605
Catonella_spNov1	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella_spNov1
Citrobacter_koseri	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_koseri
Clostridium_ventriculi	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Clostridium;s__Clostridium_ventriculi
Collinsella	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella
Companilactobacillus_frumenti	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus_frumenti
Coriobacteriaceae_bacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacteriaceae;s__Coriobacteriaceae_bacterium
Corynebacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium
Corynebacterium_camporealensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_camporealensis
Corynebacterium_sp	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_sp
Corynebacterium_sp001767255	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_sp001767255
Corynebacterium_sp001807485	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_sp001807485
Corynebacterium_spNov1	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_spNov1
Criibacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Coriobacteriaceae;g__Criibacterium;s__Criibacterium
Cryptobacteroides_spNov1	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Cryptobacteroides;s__Cryptobacteroides_spNov1
Cutibacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium
Dermabacter	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Dermabacterales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter
Dialister	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Dialister;s__Dialister
Dialister_propionicifaciens	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Dialister;s__Dialister_propionicifaciens
Dialister_sp	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Dialister;s__Dialister_sp
Enterococcus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus
Enterococcus_cecorum	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_cecorum
Enterococcus_faecium	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium
Erysipelotrichaceae_bacterium	Bacteria	d__Bacteria;p__Bacillota_A;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae;s__Erysipelotrichaceae_bacterium
Escherichia	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia
Eubacterium_rectale	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_rectale
Eubacterium_spNov1	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_spNov1
Eubacterium_sulci	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sulci
Ezakiella	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella
Facklamia	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia
Fannyhessea	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea
Fannyhessea_massiliense	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea_massiliense
Fannyhessea_spNov1	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea_spNov1
Fannyhessea_spNov2	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea_spNov2
Fannyhessea_spNov3	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea_spNov3
Fastidiosipila	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Fastidiosipilaceae;g__Fastidiosipila;s__Fastidiosipila
Fenollaria	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria
Fenollaria_sp905332505	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria_sp905332505
Fermentimonas_caenicola	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Fermentimonas;s__Fermentimonas_caenicola
Fictibacillus_phosphorivorans	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus;s__Fictibacillus_phosphorivorans
Filifactor	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Filifactor;s__Filifactor
Filifactor_spNov1	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Filifactor;s__Filifactor_spNov1
Fusobacterium	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium
Fusobacterium_gonidiaformans	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_gonidiaformans
Fusobacterium_mortiferum	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_mortiferum
Fusobacterium_necrophorum	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_necrophorum
Fusobacterium_ulcerans	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_ulcerans
Fusobacterium_varium	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_varium
Gardnerella	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella
Gardnerella_leopoldii	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_leopoldii
Gardnerella_piotii	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_piotii
Gardnerella_sp003585735	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_sp003585735
Gardnerella_sp003585845	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_sp003585845
Gardnerella_spNov1	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_spNov1
Gardnerella_spNov2	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_spNov2
Gardnerella_swidsinskii	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_swidsinskii
Gardnerella_vaginalis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis
Gardnerella_vaginalis_A	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_A
Gardnerella_vaginalis_B	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_B
Gardnerella_vaginalis_C	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_C
Gardnerella_vaginalis_D	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_D
Gardnerella_vaginalis_E	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_E
Gardnerella_vaginalis_F	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_F
Gardnerella_vaginalis_H	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Gardnerellales;f__Gardnerellaceae;g__Gardnerella;s__Gardnerella_vaginalis_H
Gemella	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella
Gulosibacter	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Gulosibacter;s__Gulosibacter
Gulosibacter_sp904848455	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Gulosibacter;s__Gulosibacter_sp904848455
Haemophilum_influenzae	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilum;s__Haemophilum_influenzae
Haemophilus_ducreyi	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_ducreyi
Haemophilus_parainfluenzae	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae
JABCPO02	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__JABCPO02;s__JABCPO02
Johnsonella	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae;g__Johnsonella;s__Johnsonella
Klebsiella	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella
Lachnospiraceae	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae;s__Lachnospiraceae
Lachnospiraceae_bacterium	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae;s__Lachnospiraceae_bacterium
Lactobacillus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus
Lactobacillus_animalis	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis
Lactobacillus_curieae	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_curieae
Lactobacillus_dextrinicus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_dextrinicus
Lactobacillus_farciminis	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_farciminis
Lactobacillus_futsaii	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_futsaii
Lactobacillus_kunkeei	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_kunkeei
Lactobacillus_sp	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp
Lactococcus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus
Lancefieldella	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lancefieldella;s__Lancefieldella
Lawsonella	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Lawsonella;s__Lawsonella
Leptotrichia	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia
Leptotrichia_goodfellowii	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_goodfellowii
Leptotrichia_sp001274535	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp001274535
Levyella_massiliensis	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Levyella;s__Levyella_massiliensis
Libanicoccus_massiliensis	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Libanicoccus;s__Libanicoccus_massiliensis
Limosilactobacillus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus
Limosilactobacillus_coleohominis	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_coleohominis
